level_0,index,Vehicle,All_MPG,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Fuel_Rate,Text2,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType,Year,VehicleBrand,VehicleModel,IsLuxuryBrand
1026,1026,"Infiniti QX80 4WD 5.6 L, 8 cyl, Automatic (S7)",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,86200,19.8 barrels/yr,592 grams/mile,390,Regular Gasoline,2022,Infiniti,"QX80 4WD 5.6 L, 8 cyl, Automatic (S7)",Yes
1027,1027,"Infiniti QX80 4WD 5.6 L, 8 cyl, Automatic (S7)",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,86200,19.8 barrels/yr,593 grams/mile,390,Regular Gasoline,2022,Infiniti,"QX80 4WD 5.6 L, 8 cyl, Automatic (S7)",Yes
1028,1028,"Jeep Grand Wagoneer 2WD 6.4 L, 8 cyl, Automatic 8-spd",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,0,19.8 barrels/yr,595 grams/mile,398,Regular Gasoline,2022,Jeep,"Grand Wagoneer 2WD 6.4 L, 8 cyl, Automatic 8-spd",No
1029,1029,"Land Rover Range Rover LWB SVA 5.0 L, 8 cyl, Automatic (S8), Supercharger",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,215200,19.8 barrels/yr,587 grams/mile,412,Regular Gasoline,2022,Land Rover,"Range Rover LWB SVA 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
1030,1030,"BMW X5 M 4.4 L, 8 cyl, Automatic (S8), Turbo",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,106100,19.8 barrels/yr,586 grams/mile,328,Regular Gasoline,2022,BMW,"X5 M 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
1031,1031,"BMW X5 M Competition 4.4 L, 8 cyl, Automatic (S8), Turbo",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,0,19.8 barrels/yr,586 grams/mile,328,Regular Gasoline,2022,BMW,"X5 M Competition 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
1032,1032,"BMW X6 M 4.4 L, 8 cyl, Automatic (S8), Turbo",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,109600,19.8 barrels/yr,586 grams/mile,328,Regular Gasoline,2022,BMW,"X6 M 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
1033,1033,"BMW X6 M Competition 4.4 L, 8 cyl, Automatic (S8), Turbo",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,0,19.8 barrels/yr,586 grams/mile,328,Regular Gasoline,2022,BMW,"X6 M Competition 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
1034,1034,"Jeep Grand Wagoneer 4WD 6.4 L, 8 cyl, Automatic 8-spd",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,107995,19.8 barrels/yr,602 grams/mile,398,Regular Gasoline,2022,Jeep,"Grand Wagoneer 4WD 6.4 L, 8 cyl, Automatic 8-spd",No
1035,1035,"Lamborghini Huracan Coupe 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,261497,19.8 barrels/yr,596 grams/mile,316,Regular Gasoline,2022,Lamborghini,"Huracan Coupe 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1036,1036,"Lamborghini Huracan Coupe RWD 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,209409,19.8 barrels/yr,596 grams/mile,328,Regular Gasoline,2022,Lamborghini,"Huracan Coupe RWD 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1037,1037,"Lamborghini Huracan Spyder 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,287623,19.8 barrels/yr,596 grams/mile,316,Regular Gasoline,2022,Lamborghini,"Huracan Spyder 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1038,1038,"Lamborghini Huracan Spyder RWD 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,230266,19.8 barrels/yr,596 grams/mile,328,Regular Gasoline,2022,Lamborghini,"Huracan Spyder RWD 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1039,1039,"Nissan Armada 4WD 5.6 L, 8 cyl, Automatic (S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,69200,19.8 barrels/yr,593 grams/mile,390,Regular Gasoline,2022,Nissan,"Armada 4WD 5.6 L, 8 cyl, Automatic (S7)",No
1040,1040,"Nissan Armada 4WD 5.6 L, 8 cyl, Automatic (S7)",15MPG1318combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,18,6.7 gal/100 mi,,4350,69200,19.8 barrels/yr,594 grams/mile,390,Regular Gasoline,2022,Nissan,"Armada 4WD 5.6 L, 8 cyl, Automatic (S7)",No
1041,1041,"Chevrolet Silverado Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1317combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,611 grams/mile,0,Regular Gasoline,2022,Chevrolet,"Silverado Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1042,1042,"Chevrolet Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1317combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,593 grams/mile,360,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1043,1043,"GMC Sierra Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1317combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,611 grams/mile,0,Regular Gasoline,2022,GMC,"Sierra Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1044,1044,"GMC Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1317combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,592 grams/mile,360,Regular Gasoline,2022,GMC,"Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1045,1045,"Toyota Sequoia 2WD 5.7 L, 8 cyl, Automatic (S6)",15MPG1317combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,17,6.7 gal/100 mi,,3550,66550,19.8 barrels/yr,604 grams/mile,396,Regular Gasoline,2022,Toyota,"Sequoia 2WD 5.7 L, 8 cyl, Automatic (S6)",No
1046,1046,"Dodge Charger SRT Widebody 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",15MPG1221combined city/hwycityhwy6.7 gal/100 mi,15,MPG,12,21,6.7 gal/100 mi,,4350,85495,19.8 barrels/yr,592 grams/mile,278,Regular Gasoline,2022,Dodge,"Charger SRT Widebody 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",No
1047,1047,"Mercedes-Benz Maybach S680 4Matic 6.0 L, 12 cyl, Automatic 9-spd, Turbo",15MPG1221combined city/hwycityhwy6.7 gal/100 mi,15,MPG,12,21,6.7 gal/100 mi,,4350,229000,19.8 barrels/yr,599 grams/mile,0,Regular Gasoline,2022,Mercedes-Benz,"Maybach S680 4Matic 6.0 L, 12 cyl, Automatic 9-spd, Turbo",Yes
1048,1048,"Bentley Continental GT Speed 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",15MPG1220combined city/hwycityhwy6.7 gal/100 mi,15,MPG,12,20,6.7 gal/100 mi,,4350,282800,19.8 barrels/yr,610 grams/mile,360,Regular Gasoline,2022,Bentley,"Continental GT Speed 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",Yes
1049,1049,"Bentley Flying Spur 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",15MPG1219combined city/hwycityhwy6.7 gal/100 mi,15,MPG,12,19,6.7 gal/100 mi,,4350,309000,19.8 barrels/yr,601 grams/mile,357,Regular Gasoline,2022,Bentley,"Flying Spur 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",Yes
1050,1050,"Chevrolet Silverado Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",14MPG1317combined city/hwycityhwy7.1 gal/100 mi,14,MPG,13,17,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,619 grams/mile,336,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
1051,1051,"GMC Sierra Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",14MPG1317combined city/hwycityhwy7.1 gal/100 mi,14,MPG,13,17,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,620 grams/mile,336,Regular Gasoline,2022,GMC,"Sierra Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
1052,1052,"Jeep Wrangler 4dr 4WD 6.4 L, 8 cyl, Automatic 8-spd",14MPG1317combined city/hwycityhwy7.1 gal/100 mi,14,MPG,13,17,7.1 gal/100 mi,,4650,79595,21.3 barrels/yr,623 grams/mile,301,Regular Gasoline,2022,Jeep,"Wrangler 4dr 4WD 6.4 L, 8 cyl, Automatic 8-spd",No
1053,1053,"Toyota Sequoia 4WD 5.7 L, 8 cyl, Automatic (S6)",14MPG1317combined city/hwycityhwy7.1 gal/100 mi,14,MPG,13,17,7.1 gal/100 mi,,3800,69775,21.3 barrels/yr,618 grams/mile,370,Regular Gasoline,2022,Toyota,"Sequoia 4WD 5.7 L, 8 cyl, Automatic (S6)",No
1054,1054,"Mercedes-Benz AMG G63 4.0 L, 8 cyl, Automatic 9-spd, Turbo",14MPG1316combined city/hwycityhwy7.1 gal/100 mi,14,MPG,13,16,7.1 gal/100 mi,,4650,349000,21.3 barrels/yr,624 grams/mile,0,Regular Gasoline,2022,Mercedes-Benz,"AMG G63 4.0 L, 8 cyl, Automatic 9-spd, Turbo",Yes
1055,1055,"Rolls-Royce Cullinan 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1220combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,20,7.1 gal/100 mi,,4650,341500,21.3 barrels/yr,618 grams/mile,0,Regular Gasoline,2022,Rolls-Royce,"Cullinan 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1056,1056,"Rolls-Royce Cullinan Black Badge 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1220combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,20,7.1 gal/100 mi,,4650,394500,21.3 barrels/yr,618 grams/mile,0,Regular Gasoline,2022,Rolls-Royce,"Cullinan Black Badge 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1057,1057,"Rolls-Royce Phantom 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1220combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,20,7.1 gal/100 mi,,4650,465000,21.3 barrels/yr,615 grams/mile,333,Regular Gasoline,2022,Rolls-Royce,"Phantom 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1058,1058,"Rolls-Royce Phantom Extended 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1220combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,20,7.1 gal/100 mi,,4650,545000,21.3 barrels/yr,615 grams/mile,333,Regular Gasoline,2022,Rolls-Royce,"Phantom Extended 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1059,1059,"Rolls-Royce Ghost 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1219combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,19,7.1 gal/100 mi,,4650,339000,21.3 barrels/yr,624 grams/mile,305,Regular Gasoline,2022,Rolls-Royce,"Ghost 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1060,1060,"Rolls-Royce Ghost Black Badge 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1219combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,19,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,624 grams/mile,305,Regular Gasoline,2022,Rolls-Royce,"Ghost Black Badge 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1061,1061,"Rolls-Royce Ghost Extended 6.7 L, 12 cyl, Automatic (S8), Turbo",14MPG1219combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,19,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,624 grams/mile,305,Regular Gasoline,2022,Rolls-Royce,"Ghost Extended 6.7 L, 12 cyl, Automatic (S8), Turbo",Yes
1062,1062,"Bentley Bentayga Speed 6.0 L, 12 cyl, Automatic (S8), Turbo",14MPG1218combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,18,7.1 gal/100 mi,,4650,259400,21.3 barrels/yr,616 grams/mile,315,Regular Gasoline,2022,Bentley,"Bentayga Speed 6.0 L, 12 cyl, Automatic (S8), Turbo",Yes
1063,1063,"Bentley Continental GT Speed Convertible 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",14MPG1218combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,18,7.1 gal/100 mi,,4650,311100,21.3 barrels/yr,636 grams/mile,336,Regular Gasoline,2022,Bentley,"Continental GT Speed Convertible 6.0 L, 12 cyl, Automatic (AM-S8), Turbo",Yes
1064,1064,"Ford GT 3.5 L, 6 cyl, Automatic (AM7), Turbo",14MPG1218combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,18,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,632 grams/mile,224,Regular Gasoline,2022,Ford,"GT 3.5 L, 6 cyl, Automatic (AM7), Turbo",No
1065,1065,"Ford Shelby GT500 Mustang 5.2 L, 8 cyl, Automatic (AM-S7), Supercharger",14MPG1218combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,18,7.1 gal/100 mi,,4650,80915,21.3 barrels/yr,631 grams/mile,224,Regular Gasoline,2022,Ford,"Shelby GT500 Mustang 5.2 L, 8 cyl, Automatic (AM-S7), Supercharger",No
1066,1066,"Lamborghini Urus 4.0 L, 8 cyl, Automatic (S8), Turbo",14MPG1217combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,17,7.1 gal/100 mi,,4650,245381,21.3 barrels/yr,617 grams/mile,277,Regular Gasoline,2022,Lamborghini,"Urus 4.0 L, 8 cyl, Automatic (S8), Turbo",Yes
1067,1067,"Ferrari 812 Competizione 6.5 L, 12 cyl, Automatic (AM7)",14MPG1216combined city/hwycityhwy7.1 gal/100 mi,14,MPG,12,16,7.1 gal/100 mi,,4650,0,21.3 barrels/yr,652 grams/mile,0,Regular Gasoline,2022,Ferrari,"812 Competizione 6.5 L, 12 cyl, Automatic (AM7)",Yes
1068,1068,"Ferrari 812 GTS 6.5 L, 12 cyl, Automatic (AM7)",13MPG1215combined city/hwycityhwy7.7 gal/100 mi,13,MPG,12,15,7.7 gal/100 mi,,5050,0,22.9 barrels/yr,665 grams/mile,0,Regular Gasoline,2022,Ferrari,"812 GTS 6.5 L, 12 cyl, Automatic (AM7)",Yes
1069,1069,"Ram 1500 TRX 4WD 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",12MPG1014combined city/hwycityhwy8.3 gal/100 mi,12,MPG,10,14,8.3 gal/100 mi,,5450,78790,24.8 barrels/yr,748 grams/mile,396,Regular Gasoline,2022,Ram,"1500 TRX 4WD 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",No
1070,1070,"Lamborghini Aventador Countach 6.5 L, 12 cyl, Automatic (AM-S7)",11MPG916combined city/hwycityhwy9.1 gal/100 mi,11,MPG,9,16,9.1 gal/100 mi,,5950,0,27.0 barrels/yr,787 grams/mile,0,Regular Gasoline,2022,Lamborghini,"Aventador Countach 6.5 L, 12 cyl, Automatic (AM-S7)",Yes
1071,1071,"Lamborghini Aventador Coupe 6.5 L, 12 cyl, Automatic (AM-S7)",11MPG916combined city/hwycityhwy9.1 gal/100 mi,11,MPG,9,16,9.1 gal/100 mi,,5950,498258,27.0 barrels/yr,802 grams/mile,0,Regular Gasoline,2022,Lamborghini,"Aventador Coupe 6.5 L, 12 cyl, Automatic (AM-S7)",Yes
1072,1072,"Lamborghini Aventador Roadster 6.5 L, 12 cyl, Automatic (AM-S7)",11MPG916combined city/hwycityhwy9.1 gal/100 mi,11,MPG,9,16,9.1 gal/100 mi,,5950,546847,27.0 barrels/yr,802 grams/mile,0,Regular Gasoline,2022,Lamborghini,"Aventador Roadster 6.5 L, 12 cyl, Automatic (AM-S7)",Yes
1073,1073,"Bugatti Chiron 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",11MPG914combined city/hwycityhwy9.1 gal/100 mi,11,MPG,9,14,9.1 gal/100 mi,,5950,0,27.0 barrels/yr,840 grams/mile,0,Regular Gasoline,2022,Bugatti,"Chiron 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",Yes
1074,1074,"Bugatti Chiron Pur Sport 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",9MPG811combined city/hwycityhwy11.1 gal/100 mi,9,MPG,8,11,11.1 gal/100 mi,,7250,0,33.1 barrels/yr,979 grams/mile,0,Regular Gasoline,2022,Bugatti,"Chiron Pur Sport 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",Yes
1075,1075,"Bugatti Chiron Super Sport 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",9MPG811combined city/hwycityhwy11.1 gal/100 mi,9,MPG,8,11,11.1 gal/100 mi,,7250,0,33.1 barrels/yr,979 grams/mile,0,Regular Gasoline,2022,Bugatti,"Chiron Super Sport 8.0 L, 16 cyl, Automatic (AM-S7), Turbo",Yes
1076,1076,"Hyundai Ioniq Blue 1.6 L, 4 cyl, Automatic (AM-S6)",59MPG5860combined city/hwycityhwy1.7 gal/100 mi,59,MPG,58,60,1.7 gal/100 mi,,900,23600,5.0 barrels/yr,151 grams/mile,702,Hybrid,2022,Hyundai,"Ioniq Blue 1.6 L, 4 cyl, Automatic (AM-S6)",No
1077,1077,"Toyota Prius Eco 1.8 L, 4 cyl, Automatic (variable gear ratios)",56MPG5853combined city/hwycityhwy1.8 gal/100 mi,56,MPG,58,53,1.8 gal/100 mi,,950,25075,5.3 barrels/yr,158 grams/mile,633,Hybrid,2022,Toyota,"Prius Eco 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
1078,1078,"Hyundai Ioniq 1.6 L, 4 cyl, Automatic (AM-S6)",55MPG5457combined city/hwycityhwy1.8 gal/100 mi,55,MPG,54,57,1.8 gal/100 mi,65.2,950,31600,5.4 barrels/yr,162 grams/mile,654,Hybrid,2022,Hyundai,"Ioniq 1.6 L, 4 cyl, Automatic (AM-S6)",No
1079,1079,"Hyundai Elantra Hybrid Blue 1.6 L, 4 cyl, Automatic (AM-S6)",54MPG5356combined city/hwycityhwy1.9 gal/100 mi,54,MPG,53,56,1.9 gal/100 mi,,1000,24100,5.5 barrels/yr,165 grams/mile,594,Hybrid,2022,Hyundai,"Elantra Hybrid Blue 1.6 L, 4 cyl, Automatic (AM-S6)",No
1080,1080,"Honda Insight 1.5 L, 4 cyl, Automatic (variable gear ratios)",52MPG5549combined city/hwycityhwy1.9 gal/100 mi,52,MPG,55,49,1.9 gal/100 mi,51.4,1000,25760,5.7 barrels/yr,170 grams/mile,551,Hybrid,2022,Honda,"Insight 1.5 L, 4 cyl, Automatic (variable gear ratios)",No
1081,1081,"Toyota Prius 1.8 L, 4 cyl, Automatic (variable gear ratios)",52MPG5450combined city/hwycityhwy1.9 gal/100 mi,52,MPG,54,50,1.9 gal/100 mi,55.6,1000,33370,5.7 barrels/yr,170 grams/mile,588,Hybrid,2022,Toyota,"Prius 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
1082,1082,"Toyota Corolla Hybrid 1.8 L, 4 cyl, Automatic (variable gear ratios)",52MPG5352combined city/hwycityhwy1.9 gal/100 mi,52,MPG,53,52,1.9 gal/100 mi,53.5,1000,24050,5.7 barrels/yr,170 grams/mile,593,Hybrid,2022,Toyota,"Corolla Hybrid 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
1083,1083,"Toyota Camry Hybrid LE 2.5 L, 4 cyl, Automatic (AV-S6)",52MPG5153combined city/hwycityhwy1.9 gal/100 mi,52,MPG,51,53,1.9 gal/100 mi,47.0,1000,27980,5.7 barrels/yr,170 grams/mile,686,Hybrid,2022,Toyota,"Camry Hybrid LE 2.5 L, 4 cyl, Automatic (AV-S6)",No
1084,1084,"Hyundai Sonata Hybrid Blue 2.0 L, 4 cyl, Automatic (AM-S6)",52MPG5054combined city/hwycityhwy1.9 gal/100 mi,52,MPG,50,54,1.9 gal/100 mi,,1000,27350,5.7 barrels/yr,172 grams/mile,686,Hybrid,2022,Hyundai,"Sonata Hybrid Blue 2.0 L, 4 cyl, Automatic (AM-S6)",No
1085,1085,"Kia Niro FE 1.6 L, 4 cyl, Automatic (AM-S6)",50MPG5348combined city/hwycityhwy2.0 gal/100 mi,50,MPG,53,48,2.0 gal/100 mi,,1050,0,6.0 barrels/yr,179 grams/mile,595,Hybrid,2022,Kia,"Niro FE 1.6 L, 4 cyl, Automatic (AM-S6)",No
1086,1086,"Hyundai Elantra Hybrid 1.6 L, 4 cyl, Automatic (AM-S6)",50MPG4952combined city/hwycityhwy2.0 gal/100 mi,50,MPG,49,52,2.0 gal/100 mi,,1050,28600,6.0 barrels/yr,177 grams/mile,550,Hybrid,2022,Hyundai,"Elantra Hybrid 1.6 L, 4 cyl, Automatic (AM-S6)",No
1087,1087,"Toyota Prius AWD 1.8 L, 4 cyl, Automatic (variable gear ratios)",49MPG5147combined city/hwycityhwy2.0 gal/100 mi,49,MPG,51,47,2.0 gal/100 mi,,1100,30675,6.1 barrels/yr,179 grams/mile,519,Hybrid,2022,Toyota,"Prius AWD 1.8 L, 4 cyl, Automatic (variable gear ratios)",No
1088,1088,"Kia Niro 1.6 L, 4 cyl, Automatic (AM-S6)",49MPG5146combined city/hwycityhwy2.0 gal/100 mi,49,MPG,51,46,2.0 gal/100 mi,,1100,31990,6.1 barrels/yr,183 grams/mile,583,Hybrid,2022,Kia,"Niro 1.6 L, 4 cyl, Automatic (AM-S6)",No
1089,1089,"Honda Insight Touring 1.5 L, 4 cyl, Automatic (variable gear ratios)",48MPG5145combined city/hwycityhwy2.1 gal/100 mi,48,MPG,51,45,2.1 gal/100 mi,,1100,29790,6.2 barrels/yr,184 grams/mile,509,Hybrid,2022,Honda,"Insight Touring 1.5 L, 4 cyl, Automatic (variable gear ratios)",No
1090,1090,"Honda Accord Hybrid 2.0 L, 4 cyl, Automatic (variable gear ratios)",47MPG4847combined city/hwycityhwy2.1 gal/100 mi,47,MPG,48,47,2.1 gal/100 mi,43.5,1150,34040,6.3 barrels/yr,186 grams/mile,602,Hybrid,2022,Honda,"Accord Hybrid 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
1091,1091,"Hyundai Sonata Hybrid 2.0 L, 4 cyl, Automatic (AM-S6)",47MPG4551combined city/hwycityhwy2.1 gal/100 mi,47,MPG,45,51,2.1 gal/100 mi,,1150,35700,6.3 barrels/yr,189 grams/mile,620,Hybrid,2022,Hyundai,"Sonata Hybrid 2.0 L, 4 cyl, Automatic (AM-S6)",No
1092,1092,"Toyota Camry Hybrid SE/XLE/XSE 2.5 L, 4 cyl, Automatic (AV-S6)",46MPG4447combined city/hwycityhwy2.2 gal/100 mi,46,MPG,44,47,2.2 gal/100 mi,,1150,33420,6.5 barrels/yr,195 grams/mile,607,Hybrid,2022,Toyota,"Camry Hybrid SE/XLE/XSE 2.5 L, 4 cyl, Automatic (AV-S6)",No
1093,1093,"Lexus ES 300h 2.5 L, 4 cyl, Automatic (AV-S6)",44MPG4344combined city/hwycityhwy2.3 gal/100 mi,44,MPG,43,44,2.3 gal/100 mi,,1200,51330,6.8 barrels/yr,201 grams/mile,581,Hybrid,2022,Lexus,"ES 300h 2.5 L, 4 cyl, Automatic (AV-S6)",Yes
1094,1094,"Toyota Avalon Hybrid XLE 2.5 L, 4 cyl, Automatic (AV-S6)",44MPG4344combined city/hwycityhwy2.3 gal/100 mi,44,MPG,43,44,2.3 gal/100 mi,,1200,37850,6.8 barrels/yr,201 grams/mile,581,Hybrid,2022,Toyota,"Avalon Hybrid XLE 2.5 L, 4 cyl, Automatic (AV-S6)",No
1095,1095,"Kia Niro Touring 1.6 L, 4 cyl, Automatic (AM-S6)",43MPG4640combined city/hwycityhwy2.3 gal/100 mi,43,MPG,46,40,2.3 gal/100 mi,,1250,29890,6.9 barrels/yr,208 grams/mile,512,Hybrid,2022,Kia,"Niro Touring 1.6 L, 4 cyl, Automatic (AM-S6)",No
1096,1096,"Honda Accord Hybrid Sport/Touring 2.0 L, 4 cyl, Automatic (variable gear ratios)",43MPG4441combined city/hwycityhwy2.3 gal/100 mi,43,MPG,44,41,2.3 gal/100 mi,31.0,1250,37590,6.9 barrels/yr,207 grams/mile,550,Hybrid,2022,Honda,"Accord Hybrid Sport/Touring 2.0 L, 4 cyl, Automatic (variable gear ratios)",No
1097,1097,"Toyota Avalon Hybrid 2.5 L, 4 cyl, Automatic (AV-S6)",43MPG4343combined city/hwycityhwy2.3 gal/100 mi,43,MPG,43,43,2.3 gal/100 mi,,1250,44150,6.9 barrels/yr,203 grams/mile,568,Hybrid,2022,Toyota,"Avalon Hybrid 2.5 L, 4 cyl, Automatic (AV-S6)",No
1098,1098,"Lexus UX 250h 2.0 L, 4 cyl, Automatic (AV-S6)",42MPG4341combined city/hwycityhwy2.4 gal/100 mi,42,MPG,43,41,2.4 gal/100 mi,,1250,36425,7.1 barrels/yr,209 grams/mile,445,Hybrid,2022,Lexus,"UX 250h 2.0 L, 4 cyl, Automatic (AV-S6)",Yes
1099,1099,"Ford Escape FWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios)",41MPG4437combined city/hwycityhwy2.4 gal/100 mi,41,MPG,44,37,2.4 gal/100 mi,39.1,1300,35095,7.3 barrels/yr,220 grams/mile,582,Hybrid,2022,Ford,"Escape FWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios)",No
1100,1100,"Ford Escape AWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios)",40MPG4337combined city/hwycityhwy2.5 gal/100 mi,40,MPG,43,37,2.5 gal/100 mi,41.7,1350,36595,7.4 barrels/yr,224 grams/mile,568,Hybrid,2022,Ford,"Escape AWD HEV 2.5 L, 4 cyl, Automatic (variable gear ratios)",No
1101,1101,"Toyota RAV4 Hybrid AWD 2.5 L, 4 cyl, Automatic (AV-S6)",40MPG4138combined city/hwycityhwy2.5 gal/100 mi,40,MPG,41,38,2.5 gal/100 mi,38.6,1350,38075,7.4 barrels/yr,223 grams/mile,580,Hybrid,2022,Toyota,"RAV4 Hybrid AWD 2.5 L, 4 cyl, Automatic (AV-S6)",No
