Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType
"2022 GMC Acadia FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$34,800 – $46,600",13.5 barrels/yr,405 grams/mile, 418 milesTotal Range,Regular Gasoline
"2022 Hyundai Santa Cruz AWD 2.5 L, 4 cyl, Automatic (AM-S8), Turbo, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,27.8,,"$2,400","$25,940 – $40,170",13.5 barrels/yr,403 grams/mile, 389 milesTotal Range,Regular Gasoline
"2022 Infiniti Q50 AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$44,100 – $49,800",13.5 barrels/yr,403 grams/mile, 440 milesTotal Range,Regular Gasoline
"2022 Infiniti Q60 AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$43,750 – $52,300",13.5 barrels/yr,403 grams/mile, 440 milesTotal Range,Regular Gasoline
"2022 Jeep Cherokee 4WD 3.2 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$31,495 – $39,345",13.5 barrels/yr,400 grams/mile, 348 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz GLE350 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$56,150",13.5 barrels/yr,398 grams/mile, 495 milesTotal Range,Regular Gasoline
"2022 Volvo XC90 T6 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$58,300 – $65,100",13.5 barrels/yr,405 grams/mile, 414 milesTotal Range,Regular Gasoline
"2022 Acura MDX FWD 3.5 L, 6 cyl, Automatic (S10), Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$48,000 – $52,700",13.5 barrels/yr,411 grams/mile, 407 milesTotal Range,Regular Gasoline
"2022 Ford Mustang HO Convertible 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400", ,13.5 barrels/yr,404 grams/mile, 350 milesTotal Range,Regular Gasoline
"2022 Genesis GV70 AWD 2.5 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$41,500 – $53,100",13.5 barrels/yr,408 grams/mile, 383 milesTotal Range,Regular Gasoline
"2022 Honda Pilot AWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$40,080 – $51,870",13.5 barrels/yr,407 grams/mile, 429 milesTotal Range,Regular Gasoline
"2022 Hyundai Palisade FWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$33,600 – $47,290",13.5 barrels/yr,407 grams/mile, 414 milesTotal Range,Regular Gasoline
"2022 Infiniti Q50 Red Sport  AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$57,950",13.5 barrels/yr,411 grams/mile, 440 milesTotal Range,Regular Gasoline
"2022 Jeep Grand Cherokee 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$38,325 – $58,300",13.5 barrels/yr,407 grams/mile,Range not available,Regular Gasoline
"2022 Jeep Grand Cherokee 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$40,325 – $64,780",13.5 barrels/yr,413 grams/mile, 506 milesTotal Range,Regular Gasoline
"2022 Kia Carnival 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$32,300 – $46,300",13.5 barrels/yr,407 grams/mile, 418 milesTotal Range,Regular Gasoline
"2022 Lexus IS 300 AWD 3.5 L, 6 cyl, Automatic (S6), Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$41,125",13.5 barrels/yr,407 grams/mile, 383 milesTotal Range,Regular Gasoline
"2022 Lexus IS 350 AWD 3.5 L, 6 cyl, Automatic (S6), Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$45,550",13.5 barrels/yr,407 grams/mile, 383 milesTotal Range,Regular Gasoline
"2022 Lexus RC 300 AWD 3.5 L, 6 cyl, Automatic (S6), Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$45,510 – $49,465",13.5 barrels/yr,407 grams/mile, 383 milesTotal Range,Regular Gasoline
"2022 Lexus RC 350 AWD 3.5 L, 6 cyl, Automatic (S6), Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$47,915 – $51,830",13.5 barrels/yr,407 grams/mile, 383 milesTotal Range,Regular Gasoline
"2022 Lexus RX 350 AWD 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,17.7,,"$2,400","$47,320 – $53,200",13.5 barrels/yr,405 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$48,750 – $54,750",13.5 barrels/yr,407 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,27.0,,"$2,950","$58,650",13.5 barrels/yr,402 grams/mile, 495 milesTotal Range,Regular Gasoline
"2022 Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG1926combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,26.0,,"$2,950","$29,605 – $42,395",13.5 barrels/yr,407 grams/mile, 365 milesTotal Range,Regular Gasoline
"2022 Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,22MPG1925combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$25,200 – $34,800",13.5 barrels/yr,413 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,22MPG1925combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400","$26,800 – $41,200",13.5 barrels/yr,413 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",,22MPG1925combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$54,950",13.5 barrels/yr,409 grams/mile, 297 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,22MPG1925combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$74,600",13.5 barrels/yr,410 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,22MPG1925combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$72,500",13.5 barrels/yr,410 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10), Regular Gasoline",,22MPG1829combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,18,29,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,400", ,13.5 barrels/yr,404 grams/mile, 418 milesTotal Range,Regular Gasoline
"2022 Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,22MPG1829combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,18,29,,combined city/hwy,city,hwy,4.5 gal/100 mi,,,"$2,950","$76,100 – $79,700",13.5 barrels/yr,404 grams/mile, 477 milesTotal Range,Regular Gasoline
"2022 Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,21MPG2023combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,20,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,425 grams/mile,Range not available,Regular Gasoline
"2022 Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,21MPG2023combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,20,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,425 grams/mile,Range not available,Regular Gasoline
"2022 Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,21MPG2023combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,20,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,425 grams/mile,Range not available,Regular Gasoline
"2022 Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,21MPG2023combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,20,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,425 grams/mile,Range not available,Regular Gasoline
"2022 Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6), Regular Gasoline",,21MPG2023combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,20,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$27,150 – $39,905",14.2 barrels/yr,423 grams/mile, 443 milesTotal Range,Regular Gasoline
"2022 Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$43,995 – $48,795",14.2 barrels/yr,419 grams/mile, 399 milesTotal Range,Regular Gasoline
"2022 Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$48,595 – $52,995",14.2 barrels/yr,419 grams/mile, 399 milesTotal Range,Regular Gasoline
"2022 Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$36,100 – $44,000",14.2 barrels/yr,417 grams/mile, 456 milesTotal Range,Regular Gasoline
"2022 Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$37,760 – $55,160",14.2 barrels/yr,414 grams/mile, 517 milesTotal Range,Regular Gasoline
"2022 GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$37,100 – $48,600",14.2 barrels/yr,417 grams/mile, 456 milesTotal Range,Regular Gasoline
"2022 Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$60,200",14.2 barrels/yr,423 grams/mile, 420 milesTotal Range,Regular Gasoline
"2022 Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$40,325 – $60,300",14.2 barrels/yr,416 grams/mile,Range not available,Regular Gasoline
"2022 Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1926combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$36,980 – $42,830",14.2 barrels/yr,414 grams/mile, 517 milesTotal Range,Regular Gasoline
"2022 Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10), Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$50,200 – $61,950",14.2 barrels/yr,423 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$53,700",14.2 barrels/yr,420 grams/mile, 334 milesTotal Range,Regular Gasoline
"2022 Ford Edge AWD 2.7 L, 6 cyl, Automatic (S8), Turbo, Regular Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$37,945 – $46,485",14.2 barrels/yr,423 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Ford Mustang HO Convertible 2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550", ,14.2 barrels/yr,423 grams/mile, 334 milesTotal Range,Regular Gasoline
"2022 Genesis GV70 AWD 3.5 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,20.0,,"$3,100","$41,500 – $53,100",14.2 barrels/yr,428 grams/mile, 365 milesTotal Range,Regular Gasoline
"2022 Honda Pilot AWD TrailSport 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$44,810",14.2 barrels/yr,419 grams/mile, 410 milesTotal Range,Regular Gasoline
"2022 Lincoln Nautilus AWD 2.7 L, 6 cyl, Automatic (S8), Turbo, Regular Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,19.7,,"$2,550","$46,590 – $66,710",14.2 barrels/yr,423 grams/mile, 378 milesTotal Range,Regular Gasoline
"2022 Porsche Macan 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$54,900",14.2 barrels/yr,424 grams/mile, 359 milesTotal Range,Regular Gasoline
"2022 Subaru WRX 2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Premium Gasoline",,21MPG1925combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$29,605 – $42,395",14.2 barrels/yr,419 grams/mile, 349 milesTotal Range,Regular Gasoline
"2022 Acura TLX Type-S Perf Tire 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$54,500",14.2 barrels/yr,421 grams/mile, 334 milesTotal Range,Regular Gasoline
"2022 Audi SQ5 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$55,800 – $65,200",14.2 barrels/yr,422 grams/mile,Range not available,Regular Gasoline
"2022 Audi SQ5 Sportback 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$59,200 – $67,600",14.2 barrels/yr,422 grams/mile,Range not available,Regular Gasoline
"2022 Chevrolet Colorado 4WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$29,100 – $38,600",14.2 barrels/yr,431 grams/mile, 441 milesTotal Range,Regular Gasoline
"2022 Ford F150 Pickup 4WD 2.7 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$35,885 – $80,435",14.2 barrels/yr,433 grams/mile, 483 - 546 milesTotal Range,Regular Gasoline
"2022 Ford Ranger 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$29,835 – $39,730",14.2 barrels/yr,420 grams/mile, 378 milesTotal Range,Regular Gasoline
"2022 GMC Canyon 4WD 2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$32,200 – $45,000",14.2 barrels/yr,431 grams/mile, 441 milesTotal Range,Regular Gasoline
"2022 Honda Passport AWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$40,470 – $45,930",14.2 barrels/yr,416 grams/mile, 410 milesTotal Range,Regular Gasoline
"2022 Hyundai Palisade AWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$35,300 – $48,990",14.2 barrels/yr,426 grams/mile, 395 milesTotal Range,Regular Gasoline
"2022 Kia Sportage AWD 2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$25,590 – $35,250",14.2 barrels/yr,421 grams/mile, 344 milesTotal Range,Regular Gasoline
"2022 Kia Telluride AWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,21.3,,"$2,550","$35,390 – $45,190",14.2 barrels/yr,429 grams/mile, 395 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Boxster GTS 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$89,500",14.2 barrels/yr,418 grams/mile, 355 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Boxster S 2.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$74,600",14.2 barrels/yr,423 grams/mile, 355 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Cayman GTS 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$87,400",14.2 barrels/yr,418 grams/mile, 355 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Cayman S 2.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$72,500",14.2 barrels/yr,423 grams/mile, 355 milesTotal Range,Regular Gasoline
"2022 Toyota Tacoma 2WD 3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",,21MPG1924combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$27,150 – $39,905",14.2 barrels/yr,431 grams/mile, 443 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz Metris (Cargo Van) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1923combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,430 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz Metris (Cargo Van, LWB) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1923combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,23,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,430 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1922combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,22,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$48,320",14.2 barrels/yr,433 grams/mile, 376 milesTotal Range,Regular Gasoline
"2022 Land Rover Discovery 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1922combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,19,22,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$53,900 – $56,400",14.2 barrels/yr,436 grams/mile, 500 milesTotal Range,Regular Gasoline
"2022 Cadillac CT5 V 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$50,095",14.2 barrels/yr,423 grams/mile, 357 milesTotal Range,Regular Gasoline
"2022 Chevrolet Traverse FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$33,700 – $51,200",14.2 barrels/yr,417 grams/mile,Range not available,Regular Gasoline
"2022 Chrysler 300 AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$36,295 – $38,995",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Dodge Challenger AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$33,430 – $36,705",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Dodge Charger AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$36,100 – $38,275",14.2 barrels/yr,415 grams/mile, 388 milesTotal Range,Regular Gasoline
"2022 Genesis G70 RWD 3.3 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1827combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$37,775 – $52,750",14.2 barrels/yr,433 grams/mile, 332 milesTotal Range,Regular Gasoline
