Vehicle,PaymentYear,TotalPayment
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,36200.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,54300.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,72400.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,90500.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,94600.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,98700.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,102800.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,106900.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,111000.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,115100.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,119200.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,18100.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,36200.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,54300.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,72400.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,90500.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,94600.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,98700.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,102800.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,106900.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,111000.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,115100.0
"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,119200.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,18000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,36000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,54000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,72000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,90000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,94100.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,98200.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,102300.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,106400.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,110500.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,114600.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,118700.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,18000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,36000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,54000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,72000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,90000.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,94100.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,98200.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,102300.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,106400.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,110500.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,114600.0
"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,118700.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",1,20720.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",2,41440.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",3,62160.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",4,82880.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",5,103600.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",6,107700.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",7,111800.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",8,115900.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",9,120000.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",10,124100.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",11,128200.0
"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",12,132300.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,25019.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,50038.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,75057.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,100076.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,125095.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,129195.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,133295.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,137395.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,141495.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,145595.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,149695.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,153795.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,25019.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,50038.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,75057.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,100076.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,125095.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,129195.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,133295.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,137395.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,141495.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,145595.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,149695.0
"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,153795.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,25619.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,51238.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,76857.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,102476.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,128095.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,132195.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,136295.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,140395.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,144495.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,148595.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,152695.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,156795.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,25619.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,51238.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,76857.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,102476.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,128095.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,132195.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,136295.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,140395.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,144495.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,148595.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,152695.0
"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,156795.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,16660.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,33320.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,49980.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,66640.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,83300.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,87400.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,91500.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,95600.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,99700.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,103800.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,107900.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,112000.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,15860.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,31720.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,47580.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,63440.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,79300.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,82600.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,85900.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,89200.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,92500.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,95800.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,99100.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,102400.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,15860.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,31720.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,47580.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,63440.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,79300.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,82600.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,85900.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,89200.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,92500.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,95800.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,99100.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,102400.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,18440.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,36880.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,55320.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,73760.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,92200.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,95500.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,98800.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,102100.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,105400.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,108700.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,112000.0
"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,115300.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,19240.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,38480.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,57720.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,76960.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,96200.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,100300.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,104400.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,108500.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,112600.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,116700.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,120800.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,124900.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,19240.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,38480.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,57720.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,76960.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,96200.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,100300.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,104400.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,108500.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,112600.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,116700.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,120800.0
"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,124900.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,18700.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,37400.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,56100.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,74800.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,93500.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,97600.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,101700.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,105800.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,109900.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,114000.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,118100.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,122200.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,17900.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,35800.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,53700.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,71600.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,89500.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,92800.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,96100.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,99400.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,102700.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,106000.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,109300.0
"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,112600.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,18700.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,37400.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,56100.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,74800.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,93500.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,97600.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,101700.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,105800.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,109900.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,114000.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,118100.0
"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,122200.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,20480.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,40960.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,61440.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,81920.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,102400.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,106500.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,110600.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,114700.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,118800.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,122900.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,127000.0
"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,131100.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,19680.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,39360.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,59040.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,78720.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,98400.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,101700.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,105000.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,108300.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,111600.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,114900.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,118200.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,121500.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,19680.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,39360.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,59040.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,78720.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,98400.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,101700.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,105000.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,108300.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,111600.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,114900.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,118200.0
"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,121500.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",1,17800.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",2,35600.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",3,53400.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",4,71200.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",5,89000.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",6,92300.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",7,95600.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",8,98900.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",9,102200.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",10,105500.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",11,108800.0
"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",12,112100.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,18600.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,37200.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,55800.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,74400.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,93000.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,97100.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,101200.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,105300.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,109400.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,113500.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,117600.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,121700.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,18600.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,37200.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,55800.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,74400.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,93000.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,97100.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,101200.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,105300.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,109400.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,113500.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,117600.0
"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,121700.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,18540.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,37080.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,55620.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,74160.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,92700.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,96800.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,100900.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,105000.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,109100.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,113200.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,117300.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,121400.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",1,18540.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",2,37080.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",3,55620.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",4,74160.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",5,92700.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",6,96800.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",7,100900.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",8,105000.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",9,109100.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",10,113200.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",11,117300.0
"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",12,121400.0
